country,link,description,title
Browse by State: Connecticut,/cgi-bin/fg.cgi?page=gr&GRid=7836742,"Indian Campaigns Congressional Medal of Honor Recipient. His true name was John Breckenridge. He served as a Brigadier General in the US Volunteers. He was awarded the Medal of Honor as a First Lieutenant in the 5th US Cavalry for action on May 16, 1869 at Spring Creek, Nebraska. His citation reads ""While serving with a scouting column this officer's troop was attacked by a vastly superior force of Indians. Advancing to high ground, he dismounted his men, remaining mounted himself to...[Read More] (Bio by: Don Morfe)","Babcock, John Breckinridge"
Browse by State: Connecticut,/cgi-bin/fg.cgi?page=gr&GRid=6652291,"Author. She became convinced that works attributed to William Shakespeare were actually written by Francis Bacon, Edmund Spenser, and Sir Walter Raleigh, who, for political reasons, credited them to an obscure actor named William Shakespeare. She published ""The Philosophy of the Plays of Shakespeare Unfolded"" in 1857, but became insane immediately after. Her theories have continued to have continued to have proponents up to the present day.","Bacon, Delia Salter"
Browse by State: Connecticut,/cgi-bin/fg.cgi?page=gr&GRid=19045,"Civil War Congressional Medal of Honor Recipient. Served in the Civil War as a Private in Company F, 14th Connecticut Volunteer Infantry. He was awarded the Medal of Honor for his bravery on the third day of the Battle of Gettysburg (July 3, 1863). During the repulse of Pickett's Charge, he captured battleflag of the 16th North Carolina Infantry. He was subsequently killed in action at the Battle of the Wilderness, and his CMOH was posthumously awarded to him on December 1, 1864. Pvt. Bacon has...[Read More] (Bio by: Russ Dodge)","Bacon, Elijah William"
Browse by State: Florida,/cgi-bin/fg.cgi?page=gr&GRid=22866,"Major League Baseball Player. He played Major League baseball as an outfielder for 8 seasons (1949 to 1956) with  the Brooklyn Dodgers, Cincinnati Reds, Pittsburgh Pirates, Baltimore Orioles and Chicago White Sox. He appeared in his first three and  half seasons with the Dodgers, mainly as a backup outfielder. After playing 10 games  for the Dodgers in 1952, he was traded to the Reds. Before the beginning of the 1953 season he was dealt to the  Pirates, and proceeded to have his best year...[Read More] (Bio by: Russ Dodge)","Abrams, Calvin Ross 'Cal'"
Browse by State: Florida,/cgi-bin/fg.cgi?page=gr&GRid=8400,"Jazz Musician.  He was a well-known and popular American soulful jazz alto saxophonist of the 1960s who explored bebop, modal, soul-fusion styles (which was exemplified by his composition ""Mercy, Mercy, Mercy!""), and was one of the leading alto saxophonists of his generation after jazz legend Charlie Parker. Born in Tampa, Florida, into a musical family, he was introduced to music by his father, a cornetist.  Originally...[Read More] (Bio by: Curtis Jackson)Cause of death: Stroke","Adderley, Julian 'Cannonball'"
Browse by State: Florida,/cgi-bin/fg.cgi?page=gr&GRid=8401,"Jazz Musician. He was the younger brother of famous jazz musician Julius ""Cannonball"" Adderley. Although some may disagree, he never was in his brother's shadow as he was multi-talented in his own right playing the trumpet as a teen then changing to the cornet in 1950, then adding the French horn, plus composing ""soul jazz"" music arrangements, being the business manager his brother band for years and later leading his own band. Born in Tampa, FL to music teachers Julian, Sr. and Sugar Adderley...[Read More] (Bio by: Linda  Davis)","Adderley, Nathaniel 'Nat'"
Browse by State: Florida,/cgi-bin/fg.cgi?page=gr&GRid=37941540,"United States World War II Aviator. He was the co-pilot of the B-29 Superfortress bomber ""Bockscar"" that dropped an atomic bomb on Nagasaki, Japan on August 9, 1945 during World War II.  The 10,200-pound explosive, nicknamed ""Fat Man"", instantly killed an estimated 40,000 people. Another 35,000 died from injuries and radiation sickness. Japan surrendered five days later.   A United States Army Air Corps Captain when he participated in that famous mission, he also witnessed the first atomic...[Read More] (Bio by: Ron Moody)","Albury, Charles Donald"
Browse by State: Florida,/cgi-bin/fg.cgi?page=gr&GRid=14003761,"Major League Baseball Player. The hot-tempered right-hander set American League records for highest winning percentage in a season at .938 when he was 15-1 for the Cleveland Indians in 1937 and for most consecutive wins with 17, from September 10, 1936 to September 30, 1937. He broke in by going 17-4 with a 3.70 earned run average for the New York Yankees in 1932. He followed with 15-7 in 1933, but missed time with an injury while going 5-2 in 1934. After posting a 13-6 record in 1935, he was...[Read More] (Bio by: Ron Coons)","Allen, Johnny Thomas"
Browse by State: Florida,/cgi-bin/fg.cgi?page=gr&GRid=8251215,"Major League Baseball Player. Born in La Habana, Cuba, he made his debut as a left fielder for the Brooklyn Dodgers on August 22, 1952. For seven seasons, he played with the Brooklyn Dodgers in 1952, 1954 to 1957, Los Angeles Dodgers in 1959 and the Detroit Tigers in 1960. In the 1955 World Series, he had 4 hits, 1 homerun, 3 runs batted in with a .333 batting average for the Brooklyn Dodgers. He ended his career with 334 hits, 43 homeruns, 180 runs batted in and a .255 batting average. He died...[Read More] (Bio by: John ""J-Cat"" Griffith)","Amoros, Edmundo 'Sandy'"
Browse by State: Florida,/cgi-bin/fg.cgi?page=gr&GRid=7346301,"United States Senator.   Born in the rural settlement of Ponce de Leon, Florida, Charles Oscar Andrews was the seventh child of ten of John and Mary Yon Andrews.  Coming from a true Florida Pioneer family, his grandfather Thomas Andrews had migrated in 1841 from Georgia to Holmes County in the Territory of Florida. Andrews graduated from the South Florida Military Institute at Bartow, Florida and then Florida State Normal School at Gainesville in 1901.  After teaching in public schools for a...[Read More] (Bio by: Linda Davis)","Andrews, Charles Oscar"
Browse by State: Florida,/cgi-bin/fg.cgi?page=gr&GRid=45078083,"Conductor,  Composer.  He was an organist-pianist with the La Scala Orchestra under Arturo Toscanini before coming to the US. Antonini was a conductor of the CBS (radio and television) Symphony Orchestra for 30 years and music director at CBS-TV;  his television broadcasts for CBS included ""Cinderella"" (1957), which starred Julie Andrews. He received the National Association for American Composers and Conductors Award for distinguished service to music, and received an Emmy Award for best...[Read More] (Bio by: Audrey)","Antonini, Alfredo"
Browse by State: Florida,/cgi-bin/fg.cgi?page=gr&GRid=8053645,"Horseracing Jockey. He rode Whirlaway and Citation to Triple Crown winners, the only jockey to ever accomplish this feat. Acaro won the Kentucky Derby five times, the Preakness and the Belmont Stakes six times. Forced retirement was mandated in 1962 because of severe Bursitis in his right arm. In his career of 24,092 races, Arcaro had 4,779 wins, 3,807 seconds and 3,302 third place finishes while compiling over thirty million dollars in purses. He later served as a television commentator and...[Read More] (Bio by: Donald Greyfield)","Arcaro, Eddie"
Browse by State: Florida,/cgi-bin/fg.cgi?page=gr&GRid=22568,Cuban Revolutionary. He led the unsuccessful Bay of Pigs invasion of Cuba in 1961. (Bio by: Ginny M),"Artime, Manuel"
Browse by State: Florida,/cgi-bin/fg.cgi?page=gr&GRid=126289218,"Governor of Florida. A member of the Democratic Party, he served as the 37th Governor of the State of Florida from 1971 until 1979. He made history as the first governor from Florida to serve two consecutive four-year terms. Born in Oklahoma, his father suffered from alcoholism and following his parent's divorce, his mother moved her six children to Florida. Reubin showed great ambition as a child, as he earned income as a shoe shiner, in addition to selling magazines. Following high school...[Read More] (Bio by: C.S.)","Askew, Reubin O'Donovan"
Browse by State: Florida,/cgi-bin/fg.cgi?page=gr&GRid=110102734,"Major League Baseball Player. For ten seasons (1945 to 1946 and 1949 to 1956), he played at the catcher position with the Philadelphia/Kansas City Athletics. Born Joseph Henry Astroth, he attended Alton High School in Illinois and during his collegiate years at the University of Illinois, he excelled as a multi-sport athlete whom lettered in basketball and football as well as baseball. Following service with the United States Coast Guard during World War II, he was signed as an amateur free...[Read More] (Bio by: C.S.)","Astroth Sr., Joe (Joseph) H."
Browse by State: Florida,/cgi-bin/fg.cgi?page=gr&GRid=6816977,"US Congressman. He was elected to represent New York's 18th District in the United States House of Representatives, serving from 1911 to 1913.","Ayres, Steven Beckwith"
Browse by State: Florida,/cgi-bin/fg.cgi?page=gr&GRid=7174254,"CSA Senator. He was elected during the Civil War as a Senator from Florida to the Confederate States Senate, serving from 1862 until the Confederacy's demise in 1865. From 1865 to 1868 he served as an Associate Justice of the Florida State Supreme Court.","Baker, James McNair"
Browse by State: Florida,/cgi-bin/fg.cgi?page=gr&GRid=8608229,"Professional Baseball Player, Manager. A right handed pitcher who spent most of his playing career in the minor leagues before playing for the New York Giants and the Baltimore Orioles, he is best remembered for managing the Milwaukee Brewers. His ""Bambi's Bombers"" of the late 1970s captured the imagination and devotion of Brewers fans. Prior to coming to the Brewers he was the pitching coach for the Orioles from 1968-1977. He helped produce 4 Cy Young Award winners and pitchers who won 20 or...[Read More] (Bio by: Ron Moody)","Bamberger, George"
Browse by State: Delaware,/cgi-bin/fg.cgi?page=gr&GRid=9789239,"US Congressman. He was elected to four terms representing the State of Delaware as it's At-Large Delegate in the United States House of Representatives, serving from 1925 to 1933. He also served Delaware as the Assistant Attorney General twice, from 1920 through 1924 and 1933 through 1935. (Bio by: Russ Pickett)","Adams, Wilbur Louis"
Browse by State: Delaware,/cgi-bin/fg.cgi?page=gr&GRid=6860133,"US Senator. He was elected as a Senator from Delaware to the United States Senate, serving from 1903 to 1907.","Allee, James Frank"
